date,time,group,script.subjectid,build,blocknum,trialnum,blockcode,trialcode,pretrialpause,posttrialpause,trialduration,trialtimeout,response,correct,latency,stimulusnumber1,stimulusitem1,stimulusonset1,stimulusnumber2,stimulusitem2,stimulusonset2,stimulusnumber3,stimulusitem3,stimulusonset3,stimulusnumber4,stimulusitem4,stimulusonset4,stimulusnumber5,stimulusitem5,stimulusonset5,stimulusnumber6,stimulusitem6,stimulusonset6
51121,9:05:34,811246138,99,5.0.14.0,1,27,start,trial_e,0,500,0,0,beer,1,1389,1,regular beer (4.5% ABV),1,1,non-alcoholic beer (0.0% ABV)       and £ 9.05,1,1,Click on the answer of your choice,1,1,or,1,1,Which option would you prefer right NOW?,1,1,regular beer (4.5% ABV),1390
51121,9:05:34,811246138,99,5.0.14.0,1,28,start,trial_e,0,500,0,0,beer,1,1047,1,regular beer (4.5% ABV),2,1,non-alcoholic beer (0.0% ABV)       and £ 9.25,2,1,Click on the answer of your choice,2,1,or,2,1,Which option would you prefer right NOW?,2,1,regular beer (4.5% ABV),1048
51121,9:05:34,811246138,99,5.0.14.0,1,29,start,trial_e,0,500,0,0,beer,1,1121,1,regular beer (4.5% ABV),11,1,non-alcoholic beer (0.0% ABV)       and £ 10.25,11,1,Click on the answer of your choice,11,1,or,11,1,Which option would you prefer right NOW?,11,1,regular beer (4.5% ABV),1122
51121,9:06:21,247056292,104,5.0.14.0,1,1,start,base_q,0,500,0,0,beer,0,20619,1,regular beer (4.5% ABV),0,1,non-alcoholic beer (0.0% ABV),0,1,or,0,1,Click on the answer of your choice,0,1,Which option would you prefer right NOW?,0,0,0,0
51121,9:06:21,247056292,104,5.0.14.0,1,2,start,check_beer,0,500,0,0,beer,0,2919,1,You chose regular beer.       Please confirm your choice by again clicking on your chosen option.,0,1,regular beer (4.5% ABV),0,1,non-alcoholic beer (0.0% ABV),0,1,or,0,1,Click on the answer of your choice,0,1,Which option would you prefer right NOW?,0
51121,9:06:21,247056292,104,5.0.14.0,1,4,start,trial_e,0,500,0,0,NA,0,39,1,regular beer (4.5% ABV),0,1,non-alcoholic beer (0.0% ABV)       and £ 0.2,0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),40
51121,9:06:21,247056292,104,5.0.14.0,1,5,start,check_finalE,0,500,0,0,beer,0,15683,1,You chose non-alcoholic beer.       Please confirm your choice by again clicking on your chosen option.,0,1,regular beer (4.5% ABV),0,1,non-alcoholic beer (0.0% ABV)       and £ 0.2,0,1,or,0,1,Click on the answer of your choice,0,1,Which option would you prefer right NOW?,0
51121,9:06:21,247056292,104,5.0.14.0,1,6,start,trial_e,0,500,0,0,beer,1,2005,1,regular beer (4.5% ABV),0,1,non-alcoholic beer (0.0% ABV)       and £ 0.25,0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),2006
51121,9:06:21,247056292,104,5.0.14.0,1,7,start,trial_e,0,500,0,0,beer,1,2524,1,regular beer (4.5% ABV),2,1,non-alcoholic beer (0.0% ABV)       and £ 0.75,2,1,Click on the answer of your choice,2,1,or,2,1,Which option would you prefer right NOW?,2,1,regular beer (4.5% ABV),2524
51121,9:06:21,247056292,104,5.0.14.0,1,8,start,trial_e,0,500,0,0,beer,1,7444,1,regular beer (4.5% ABV),0,1,non-alcoholic beer (0.0% ABV)       and £ 1.75,0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),7445
51121,9:06:21,247056292,104,5.0.14.0,1,9,start,trial_e,0,500,0,0,beer,1,2115,1,regular beer (4.5% ABV),0,1,non-alcoholic beer (0.0% ABV)       and £ 1.85,0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),2116
51121,9:06:21,247056292,104,5.0.14.0,1,10,start,trial_e,0,500,0,0,beer,1,999,1,regular beer (4.5% ABV),0,1,non-alcoholic beer (0.0% ABV)       and £ 2.05,0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),999
51121,9:06:21,247056292,104,5.0.14.0,1,11,start,trial_e,0,500,0,0,beer,1,9619,1,regular beer (4.5% ABV),1,1,non-alcoholic beer (0.0% ABV)       and £ 2.15,1,1,Click on the answer of your choice,1,1,or,1,1,Which option would you prefer right NOW?,1,1,regular beer (4.5% ABV),9619
51121,9:06:21,247056292,104,5.0.14.0,1,12,start,trial_e,0,500,0,0,beer,1,866,1,regular beer (4.5% ABV),0,1,non-alcoholic beer (0.0% ABV)       and £ 2.65,0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),869
51121,9:06:21,247056292,104,5.0.14.0,1,13,start,trial_e,0,500,0,0,beer,1,2312,1,regular beer (4.5% ABV),2,1,non-alcoholic beer (0.0% ABV)       and £ 3.65,2,1,Click on the answer of your choice,2,1,or,2,1,Which option would you prefer right NOW?,2,1,regular beer (4.5% ABV),2313
51121,9:06:21,247056292,104,5.0.14.0,1,14,start,trial_e,0,500,0,0,beer,1,4856,1,regular beer (4.5% ABV),1,1,non-alcoholic beer (0.0% ABV)       and £ 3.7,1,1,Click on the answer of your choice,1,1,or,1,1,Which option would you prefer right NOW?,1,1,regular beer (4.5% ABV),4857
51121,9:06:21,247056292,104,5.0.14.0,1,15,start,trial_e,0,500,0,0,NA,0,11600,1,regular beer (4.5% ABV),0,1,non-alcoholic beer (0.0% ABV)       and £ 3.75,0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),11600
51121,9:06:21,247056292,104,5.0.14.0,1,16,start,check_finalE,0,500,0,0,NA,1,42583,1,You chose non-alcoholic beer.       Please confirm your choice by again clicking on your chosen option.,0,1,regular beer (4.5% ABV),0,1,non-alcoholic beer (0.0% ABV)       and £ 3.75,0,1,or,0,1,Click on the answer of your choice,0,1,Which option would you prefer right NOW?,0
51121,10:10:17,163974413,110,5.0.14.0,1,1,start,base_q,0,500,0,0,beer,0,17068,1,regular beer (4.5% ABV),9,1,non-alcoholic beer (0.0% ABV),9,1,or,9,1,Click on the answer of your choice,9,1,Which option would you prefer right NOW?,9,0,0,0
51121,10:10:17,163974413,110,5.0.14.0,1,2,start,check_beer,0,500,0,0,beer,0,1640,1,You chose regular beer.       Please confirm your choice by again clicking on your chosen option.,6,1,regular beer (4.5% ABV),6,1,non-alcoholic beer (0.0% ABV),6,1,or,6,1,Click on the answer of your choice,6,1,Which option would you prefer right NOW?,6
51121,10:10:17,163974413,110,5.0.14.0,1,4,start,trial_e,0,500,0,0,beer,1,2797,1,regular beer (4.5% ABV),4,1,non-alcoholic beer (0.0% ABV)       and £ 0.1,4,1,Click on the answer of your choice,4,1,or,4,1,Which option would you prefer right NOW?,4,1,regular beer (4.5% ABV),2801
51121,10:10:17,163974413,110,5.0.14.0,1,5,start,trial_e,0,500,0,0,beer,1,1249,1,regular beer (4.5% ABV),4,1,non-alcoholic beer (0.0% ABV)       and £ 0.3,4,1,Click on the answer of your choice,4,1,or,4,1,Which option would you prefer right NOW?,4,1,regular beer (4.5% ABV),1253
51121,10:10:17,163974413,110,5.0.14.0,1,6,start,trial_e,0,500,0,0,beer,1,673,1,regular beer (4.5% ABV),4,1,non-alcoholic beer (0.0% ABV)       and £ 0.8,4,1,Click on the answer of your choice,4,1,or,4,1,Which option would you prefer right NOW?,4,1,regular beer (4.5% ABV),678
51121,10:10:17,163974413,110,5.0.14.0,1,7,start,trial_e,0,500,0,0,beer,1,449,1,regular beer (4.5% ABV),4,1,non-alcoholic beer (0.0% ABV)       and £ 0.85,4,1,Click on the answer of your choice,4,1,or,4,1,Which option would you prefer right NOW?,4,1,regular beer (4.5% ABV),453
51121,10:10:17,163974413,110,5.0.14.0,1,8,start,trial_e,0,500,0,0,beer,1,376,1,regular beer (4.5% ABV),4,1,non-alcoholic beer (0.0% ABV)       and £ 1.85,4,1,Click on the answer of your choice,4,1,or,4,1,Which option would you prefer right NOW?,4,1,regular beer (4.5% ABV),381
51121,10:10:17,163974413,110,5.0.14.0,1,9,start,trial_e,0,500,0,0,beer,1,1569,1,regular beer (4.5% ABV),4,1,non-alcoholic beer (0.0% ABV)       and £ 2.85,4,1,Click on the answer of your choice,4,1,or,4,1,Which option would you prefer right NOW?,4,1,regular beer (4.5% ABV),1574
51121,10:10:17,163974413,110,5.0.14.0,1,10,start,trial_e,0,500,0,0,beer,1,745,1,regular beer (4.5% ABV),4,1,non-alcoholic beer (0.0% ABV)       and £ 2.95,4,1,Click on the answer of your choice,4,1,or,4,1,Which option would you prefer right NOW?,4,1,regular beer (4.5% ABV),750
51121,10:10:17,163974413,110,5.0.14.0,1,11,start,trial_e,0,500,0,0,beer,1,1131,1,regular beer (4.5% ABV),4,1,non-alcoholic beer (0.0% ABV)       and £ 3.45,4,1,Click on the answer of your choice,4,1,or,4,1,Which option would you prefer right NOW?,4,1,regular beer (4.5% ABV),1135
51121,10:10:17,163974413,110,5.0.14.0,1,12,start,trial_e,0,500,0,0,beer,1,936,1,regular beer (4.5% ABV),4,1,non-alcoholic beer (0.0% ABV)       and £ 3.65,4,1,Click on the answer of your choice,4,1,or,4,1,Which option would you prefer right NOW?,4,1,regular beer (4.5% ABV),940
51121,10:10:17,163974413,110,5.0.14.0,1,13,start,trial_e,0,500,0,0,beer,1,1642,1,regular beer (4.5% ABV),4,1,non-alcoholic beer (0.0% ABV)       and £ 3.7,4,1,Click on the answer of your choice,4,1,or,4,1,Which option would you prefer right NOW?,4,1,regular beer (4.5% ABV),1648
51121,10:10:17,163974413,110,5.0.14.0,1,14,start,trial_e,0,500,0,0,beer,1,1103,1,regular beer (4.5% ABV),5,1,non-alcoholic beer (0.0% ABV)       and £ 3.75,5,1,Click on the answer of your choice,5,1,or,5,1,Which option would you prefer right NOW?,5,1,regular beer (4.5% ABV),1107
51121,10:10:17,163974413,110,5.0.14.0,1,15,start,trial_e,0,500,0,0,beer,1,640,1,regular beer (4.5% ABV),4,1,non-alcoholic beer (0.0% ABV)       and £ 3.95,4,1,Click on the answer of your choice,4,1,or,4,1,Which option would you prefer right NOW?,4,1,regular beer (4.5% ABV),646
51121,10:10:17,163974413,110,5.0.14.0,1,16,start,trial_e,0,500,0,0,beer,1,531,1,regular beer (4.5% ABV),4,1,non-alcoholic beer (0.0% ABV)       and £ 4.05,4,1,Click on the answer of your choice,4,1,or,4,1,Which option would you prefer right NOW?,4,1,regular beer (4.5% ABV),535
51121,10:10:17,163974413,110,5.0.14.0,1,17,start,trial_e,0,500,0,0,beer,1,700,1,regular beer (4.5% ABV),4,1,non-alcoholic beer (0.0% ABV)       and £ 5.05,4,1,Click on the answer of your choice,4,1,or,4,1,Which option would you prefer right NOW?,4,1,regular beer (4.5% ABV),705
51121,10:10:17,163974413,110,5.0.14.0,1,18,start,trial_e,0,500,0,0,beer,1,1162,1,regular beer (4.5% ABV),4,1,non-alcoholic beer (0.0% ABV)       and £ 5.55,4,1,Click on the answer of your choice,4,1,or,4,1,Which option would you prefer right NOW?,4,1,regular beer (4.5% ABV),1166
51121,10:10:17,163974413,110,5.0.14.0,1,19,start,trial_e,0,500,0,0,beer,1,1373,1,regular beer (4.5% ABV),4,1,non-alcoholic beer (0.0% ABV)       and £ 5.65,4,1,Click on the answer of your choice,4,1,or,4,1,Which option would you prefer right NOW?,4,1,regular beer (4.5% ABV),1379
51121,10:10:17,163974413,110,5.0.14.0,1,20,start,trial_e,0,500,0,0,beer,1,1599,1,regular beer (4.5% ABV),4,1,non-alcoholic beer (0.0% ABV)       and £ 6.15,4,1,Click on the answer of your choice,4,1,or,4,1,Which option would you prefer right NOW?,4,1,regular beer (4.5% ABV),1604
51121,10:10:17,163974413,110,5.0.14.0,1,21,start,trial_e,0,500,0,0,beer,1,1100,1,regular beer (4.5% ABV),6,1,non-alcoholic beer (0.0% ABV)       and £ 6.2,6,1,Click on the answer of your choice,6,1,or,6,1,Which option would you prefer right NOW?,6,1,regular beer (4.5% ABV),1105
51121,10:10:17,163974413,110,5.0.14.0,1,22,start,trial_e,0,500,0,0,beer,1,1388,1,regular beer (4.5% ABV),10,1,non-alcoholic beer (0.0% ABV)       and £ 6.4,10,1,Click on the answer of your choice,10,1,or,10,1,Which option would you prefer right NOW?,10,1,regular beer (4.5% ABV),1393
51121,10:10:17,163974413,110,5.0.14.0,1,23,start,trial_e,0,500,0,0,beer,1,920,1,regular beer (4.5% ABV),4,1,non-alcoholic beer (0.0% ABV)       and £ 7.4,4,1,Click on the answer of your choice,4,1,or,4,1,Which option would you prefer right NOW?,4,1,regular beer (4.5% ABV),924
51121,10:10:17,163974413,110,5.0.14.0,1,24,start,trial_e,0,500,0,0,beer,1,855,1,regular beer (4.5% ABV),5,1,non-alcoholic beer (0.0% ABV)       and £ 7.9,5,1,Click on the answer of your choice,5,1,or,5,1,Which option would you prefer right NOW?,5,1,regular beer (4.5% ABV),859
51121,10:10:17,163974413,110,5.0.14.0,1,25,start,trial_e,0,500,0,0,beer,1,643,1,regular beer (4.5% ABV),4,1,non-alcoholic beer (0.0% ABV)       and £ 8.9,4,1,Click on the answer of your choice,4,1,or,4,1,Which option would you prefer right NOW?,4,1,regular beer (4.5% ABV),648
51121,10:10:17,163974413,110,5.0.14.0,1,26,start,trial_e,0,500,0,0,beer,1,1347,1,regular beer (4.5% ABV),4,1,non-alcoholic beer (0.0% ABV)       and £ 9.1,4,1,Click on the answer of your choice,4,1,or,4,1,Which option would you prefer right NOW?,4,1,regular beer (4.5% ABV),1352
51121,10:10:17,163974413,110,5.0.14.0,1,27,start,trial_e,0,500,0,0,beer,1,1418,1,regular beer (4.5% ABV),5,1,non-alcoholic beer (0.0% ABV)       and £ 9.15,5,1,Click on the answer of your choice,5,1,or,5,1,Which option would you prefer right NOW?,5,1,regular beer (4.5% ABV),1423
51121,10:10:17,163974413,110,5.0.14.0,1,28,start,trial_e,0,500,0,0,beer,1,1737,1,regular beer (4.5% ABV),4,1,non-alcoholic beer (0.0% ABV)       and £ 9.25,4,1,Click on the answer of your choice,4,1,or,4,1,Which option would you prefer right NOW?,4,1,regular beer (4.5% ABV),1741
51121,10:10:17,163974413,110,5.0.14.0,1,29,start,trial_e,0,500,0,0,beer,1,504,1,regular beer (4.5% ABV),4,1,non-alcoholic beer (0.0% ABV)       and £ 9.35,4,1,Click on the answer of your choice,4,1,or,4,1,Which option would you prefer right NOW?,4,1,regular beer (4.5% ABV),507
51121,10:10:17,163974413,110,5.0.14.0,1,30,start,trial_e,0,500,0,0,beer,1,1482,1,regular beer (4.5% ABV),4,1,non-alcoholic beer (0.0% ABV)       and £ 9.85,4,1,Click on the answer of your choice,4,1,or,4,1,Which option would you prefer right NOW?,4,1,regular beer (4.5% ABV),1495
51121,10:10:17,163974413,110,5.0.14.0,1,31,start,trial_e,0,500,0,0,beer,1,1492,1,regular beer (4.5% ABV),4,1,non-alcoholic beer (0.0% ABV)       and £ 10.05,4,1,Click on the answer of your choice,4,1,or,4,1,Which option would you prefer right NOW?,4,1,regular beer (4.5% ABV),1493
51121,10:12:55,916221930,132,5.0.14.0,1,1,start,base_q,0,500,0,0,NA_n,0,1864,1,regular beer (4.5% ABV),1,1,non-alcoholic beer (0.0% ABV),1,1,or,1,1,Click on the answer of your choice,1,1,Which option would you prefer right NOW?,1,0,0,0
51121,10:12:55,916221930,132,5.0.14.0,1,2,start,check_NA,0,500,0,0,NA_n,0,849,1,You chose non-alcoholic beer.       Please confirm your choice by again clicking on your chosen option.,0,1,regular beer (4.5% ABV),0,1,non-alcoholic beer (0.0% ABV),0,1,or,0,1,Click on the answer of your choice,0,1,Which option would you prefer right NOW?,0
51121,10:12:55,916221930,132,5.0.14.0,1,3,start,trial_n,0,500,0,0,NA_n,1,906,1,regular beer (4.5% ABV)       and £ 0.05,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),906
51121,10:12:55,916221930,132,5.0.14.0,1,4,start,trial_n,0,500,0,0,NA_n,1,928,1,regular beer (4.5% ABV)       and £ 0.15,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),929
51121,10:12:55,916221930,132,5.0.14.0,1,5,start,trial_n,0,500,0,0,NA_n,1,648,1,regular beer (4.5% ABV)       and £ 0.65,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),648
51121,10:12:55,916221930,132,5.0.14.0,1,6,start,trial_n,0,500,0,0,NA_n,1,736,1,regular beer (4.5% ABV)       and £ 1.65,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),737
51121,10:12:55,916221930,132,5.0.14.0,1,7,start,trial_n,0,500,0,0,NA_n,1,416,1,regular beer (4.5% ABV)       and £ 1.85,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),416
51121,10:12:55,916221930,132,5.0.14.0,1,8,start,trial_n,0,500,0,0,NA_n,1,400,1,regular beer (4.5% ABV)       and £ 2.05,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),400
51121,10:12:55,916221930,132,5.0.14.0,1,9,start,trial_n,0,500,0,0,NA_n,1,983,1,regular beer (4.5% ABV)       and £ 2.15,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),984
51121,10:12:55,916221930,132,5.0.14.0,1,10,start,trial_n,0,500,0,0,NA_n,1,720,1,regular beer (4.5% ABV)       and £ 3.15,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),720
51121,10:12:55,916221930,132,5.0.14.0,1,11,start,trial_n,0,500,0,0,NA_n,1,728,1,regular beer (4.5% ABV)       and £ 3.2,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),728
51121,10:12:55,916221930,132,5.0.14.0,1,12,start,trial_n,0,500,0,0,NA_n,1,537,1,regular beer (4.5% ABV)       and £ 3.7,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),537
51121,10:12:55,916221930,132,5.0.14.0,1,13,start,trial_n,0,500,0,0,NA_n,1,599,1,regular beer (4.5% ABV)       and £ 3.75,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),600
51121,10:12:55,916221930,132,5.0.14.0,1,14,start,trial_n,0,500,0,0,NA_n,1,560,1,regular beer (4.5% ABV)       and £ 4.75,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),560
51121,10:12:55,916221930,132,5.0.14.0,1,15,start,trial_n,0,500,0,0,NA_n,1,841,1,regular beer (4.5% ABV)       and £ 4.85,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),841
51121,10:12:55,916221930,132,5.0.14.0,1,16,start,trial_n,0,500,0,0,NA_n,1,1282,1,regular beer (4.5% ABV)       and £ 5.05,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),1282
51121,10:12:55,916221930,132,5.0.14.0,1,17,start,trial_n,0,500,0,0,NA_n,1,432,1,regular beer (4.5% ABV)       and £ 5.55,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),433
51121,10:12:55,916221930,132,5.0.14.0,1,18,start,trial_n,0,500,0,0,NA_n,1,481,1,regular beer (4.5% ABV)       and £ 6.55,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),481
51121,10:12:55,916221930,132,5.0.14.0,1,19,start,trial_n,0,500,0,0,NA_n,1,456,1,regular beer (4.5% ABV)       and £ 6.6,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),457
51121,10:12:55,916221930,132,5.0.14.0,1,20,start,trial_n,0,500,0,0,NA_n,1,811,1,regular beer (4.5% ABV)       and £ 6.8,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),811
51121,10:12:55,916221930,132,5.0.14.0,1,21,start,trial_n,0,500,0,0,NA_n,1,650,1,regular beer (4.5% ABV)       and £ 7.3,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),650
51121,10:12:55,916221930,132,5.0.14.0,1,22,start,trial_n,0,500,0,0,NA_n,1,746,1,regular beer (4.5% ABV)       and £ 7.4,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),746
51121,10:12:55,916221930,132,5.0.14.0,1,23,start,trial_n,0,500,0,0,NA_n,1,540,1,regular beer (4.5% ABV)       and £ 8.4,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),541
51121,10:12:55,916221930,132,5.0.14.0,1,24,start,trial_n,0,500,0,0,NA_n,1,841,1,regular beer (4.5% ABV)       and £ 8.45,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),842
51121,10:12:55,916221930,132,5.0.14.0,1,25,start,trial_n,0,500,0,0,NA_n,1,686,1,regular beer (4.5% ABV)       and £ 8.55,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),687
51121,10:12:55,916221930,132,5.0.14.0,1,26,start,trial_n,0,500,0,0,NA_n,1,685,1,regular beer (4.5% ABV)       and £ 9.05,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),685
51121,10:12:55,916221930,132,5.0.14.0,1,27,start,trial_n,0,500,0,0,NA_n,1,604,1,regular beer (4.5% ABV)       and £ 9.25,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),605
51121,10:12:55,916221930,132,5.0.14.0,1,28,start,trial_n,0,500,0,0,NA_n,1,605,1,regular beer (4.5% ABV)       and £ 9.3,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),605
51121,10:12:55,916221930,132,5.0.14.0,1,29,start,trial_n,0,500,0,0,NA_n,1,820,1,regular beer (4.5% ABV)       and £ 10.3,0,1,non-alcoholic beer (0.0% ABV),0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),820
50521,4:13:53,440792769,128,5.0.14.0,1,1,start,base_q,0,500,0,0,beer,0,1273,1,regular beer (4.5% ABV),3,1,non-alcoholic beer (0.0% ABV),3,1,or,3,1,Click on the answer of your choice,3,1,Which option would you prefer right NOW?,3,0,0,0
50521,4:13:53,440792769,128,5.0.14.0,1,2,start,check_beer,0,500,0,0,beer,0,742,1,You chose regular beer.       Please confirm your choice by again clicking on your chosen option.,0,1,regular beer (4.5% ABV),0,1,non-alcoholic beer (0.0% ABV),0,1,or,0,1,Click on the answer of your choice,0,1,Which option would you prefer right NOW?,0
50521,4:13:53,440792769,128,5.0.14.0,1,4,start,trial_e,0,500,0,0,beer,1,683,1,regular beer (4.5% ABV),0,1,non-alcoholic beer (0.0% ABV)       and £ 0.05,0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),684
50521,4:13:53,440792769,128,5.0.14.0,1,5,start,trial_e,0,500,0,0,beer,1,1004,1,regular beer (4.5% ABV),0,1,non-alcoholic beer (0.0% ABV)       and £ 0.25,0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),1004
50521,4:13:53,440792769,128,5.0.14.0,1,6,start,trial_e,0,500,0,0,beer,1,674,1,regular beer (4.5% ABV),0,1,non-alcoholic beer (0.0% ABV)       and £ 0.75,0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),675
50521,4:13:53,440792769,128,5.0.14.0,1,7,start,trial_e,0,500,0,0,NA,0,597,1,regular beer (4.5% ABV),1,1,non-alcoholic beer (0.0% ABV)       and £ 0.85,1,1,Click on the answer of your choice,1,1,or,1,1,Which option would you prefer right NOW?,1,1,regular beer (4.5% ABV),597
50521,4:13:53,440792769,128,5.0.14.0,1,8,start,check_finalE,0,500,0,0,beer,0,427,1,You chose non-alcoholic beer.       Please confirm your choice by again clicking on your chosen option.,0,1,regular beer (4.5% ABV),0,1,non-alcoholic beer (0.0% ABV)       and £ 0.85,0,1,or,0,1,Click on the answer of your choice,0,1,Which option would you prefer right NOW?,0
50521,4:13:53,440792769,128,5.0.14.0,1,9,start,trial_e,0,500,0,0,beer,1,65,1,regular beer (4.5% ABV),2,1,non-alcoholic beer (0.0% ABV)       and £ 1.85,2,1,Click on the answer of your choice,2,1,or,2,1,Which option would you prefer right NOW?,2,1,regular beer (4.5% ABV),68
50521,4:13:53,440792769,128,5.0.14.0,1,10,start,trial_e,0,500,0,0,beer,1,423,1,regular beer (4.5% ABV),0,1,non-alcoholic beer (0.0% ABV)       and £ 2.05,0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),424
50521,4:13:53,440792769,128,5.0.14.0,1,11,start,trial_e,0,500,0,0,beer,1,601,1,regular beer (4.5% ABV),0,1,non-alcoholic beer (0.0% ABV)       and £ 3.05,0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),601
50521,4:13:53,440792769,128,5.0.14.0,1,12,start,trial_e,0,500,0,0,beer,1,597,1,regular beer (4.5% ABV),0,1,non-alcoholic beer (0.0% ABV)       and £ 3.15,0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),597
50521,4:13:53,440792769,128,5.0.14.0,1,13,start,trial_e,0,500,0,0,beer,1,983,1,regular beer (4.5% ABV),0,1,non-alcoholic beer (0.0% ABV)       and £ 3.2,0,1,Click on the answer of your choice,0,1,or,0,1,Which option would you prefer right NOW?,0,1,regular beer (4.5% ABV),983
